Latitude,Longitude,Unnamed: 2,FECHA_FOSA,TIPO_FOSA,FECHA_INTERVENCION,TIPO_INTERVENCION,ComAutonom,NUMERO_REGISTRO,ENTIDAD_INFORMANTE,Municipio,ESTADO_ACTUAL,NUMERO_PERSONAS_EXHUMADAS,NUMERO_PERSONAS_FOSA,ENTIDAD_PROMOTORA,OBSERVACIONES,NUMERO_PERSONAS_IDENTIFICADAS,Provincia,name,URL
42.7199024,-1.9783666,,,,,,Comunidad Foral de Navarra,2553/2013 NAVA,"Gobierno de Navarra. Departamento de Presidencia, Justicia e Interior.",Yerri,DESAPARECIDA,,12.0,,"Esta fosa común se encontraba en la parcela situada entre el camino de Oiantxiki y la carretera NA-7320. A escasos 200 metros hacia la muga con Lorca se encontraba otra fosa con los restos de 8 vecinos de Estella. En esta fosa fueron arrojados los cuerpos de una serie de personas que fueron sacadas de la Cárcel de Estella el día 8 de septiembre de 1936. Mayoritariamente, las personas allí enterradas eran de Alcanadre (La Rioja) aunque también había de Cárcar y Mendaza. Los restos fueron exhumados en los años 70.",,Navarra,Fosa del camino de Oiantxiki,
40.3064463,-3.4479063,,,,41730.0,EXCAVACIÓN,Comunidad de Madrid,2597/2015 MADR,Sociedad de Ciencias Aranzadi,Arganda del Rey,EXHUMADA TOTAL,3.0,,Familiares / ARMH,,0.0,Madrid,Fosa del cementerio,
37.8723167,-6.7875489,,,FUSILAMIENTO,,,Andalucía,2072/2010 HUEL,Consejería de Gobernación y Justicia de la Junta de Andalucía,Almonaster la Real,NO INTERVENIDA,,,,"""En esta localidad existía un cementerio civil donde se enterraba en una fosa común a los muertos del bando republicano así como a los no bautizados, suicidios, etc. La fosa estaba en el conocido como """"cementerio protestante"""", en el lateral derecho del cementerio católico, hoy forma parte del mismo y se accede a él desde la puerta principal del cementerio municipal. Actualmente la fosa está cubierta de malas hierbas y se puede acceder a ella bajando unas escaleras, donde se colocó en noviembre de 2001 una placa dedicada a las víctimas. Se piensa que esta fosa estaría ocupada por la mayor parte de los 76 fusilados de Almonaster y sus aldeas de Santa Ana, Cortegana y Linares.""",,Huelva,Fosa del cementerio civil de Almonaster,https://15mpedia.org/wiki/Fosa_del_cementerio_civil_de_Almonaster_(2072/2010_HUEL)
39.8965608,-1.808677,,29/04/1950,GUERRILLERA,,,Castilla-La Mancha,464/2009 CUEN,Asociación para la Recuperación de la Memoria Histórica de Cuenca,Carboneras de Guadazaón,NO INTERVENIDA,,1.0,,,,Cuenca,Fosa del cementerio civil de Carboneras de Guadazahón,https://15mpedia.org/wiki/Fosa_del_cementerio_civil_de_Carboneras_de_Guadazah%C3%B3n_(464/2009_CUEN)
43.3343326,-6.41172899999999,,,FUSILAMIENTO,,,Principado de Asturias,293/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,Tineo,NO INTERVENIDA,0.0,,,,0.0,Asturias,Fosa del Cementerio Civil de Francos,https://15mpedia.org/wiki/Fosa_del_Cementerio_Civil_de_Francos_(293/2009_ASTU)
41.7689166,-1.1173154,,,FUSILAMIENTO,,,Aragón,547/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Alagón,NO INTERVENIDA,78.0,79.0,,Amplio espacio sin señalizar. Durante años unos pequeños listones de madera indicaron la presencia de enterrramientos.,78.0,Zaragoza,Fosa del cementerio de Alagón,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Alag%C3%B3n_(547/2009_ZARA)
41.6127526,-0.704592099999999,,26/11/1936,FUSILAMIENTO,,,Aragón,548/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Alfajarín,NO INTERVENIDA,27.0,25.0,,"""Ubicada en el cementerio de Alfajarín, contiene los restos de 27 hombres y mujeres, todos ellos vecinos de la localidad, asesinados juntos la noche del 26 de noviembre de 1936. Hace unos años fue dignificada mediante la colocación de una placa en la que se hace referencia al número de vecinos asesinados y a la fecha de su muerte, sin que se incluya el nombre de las víctimas.  ",25.0,Zaragoza,Fosa del cementerio de Alfajarín,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Alfajar%C3%ADn_(548/2009_ZARA)
42.60345,-3.0770305,,19/08/1936,REPRESALIA EN RETAGUARDIA,,,Castilla y León,458/2009 BURG,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Altable,EXHUMADA TOTAL,8.0,7.0,FAMILIARES /  SOCIEDAD ARANZADI / ASOCIACION LA BARRANCA,"El 18 de agosto de 1936, guardias civiles y falangistas de Casalarreina, detuvieron a 7 vecinos de Sajazarra y 1 de Cuzcurrita. Fueron conducidos hasta Altable (Burgos) donde fueron asesinados en la madrugada del 19 de agosto en La Pradilla, justo al tomar el desvío al pueblo,a la derecha. La gente de Altable recogió los cuerpos y los enterró en el cementerio del pueblo. Con la colaboración de la Sociedad Aranzadi fueron exhumados el 18 de abril de 2006. Una vez identificados, los restos fueron entregados afamiliares, y fueron de nuevo inhumados en Sajazarra y otras localidades en diciembre de 2006.",8.0,Burgos,Fosa del Cementerio de Altable,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Altable_(458/2009_BURG)
42.60345,-3.0770305,,19/08/1936,REPRESALIA EN RETAGUARDIA,,,Castilla y León,459/2009 BURG,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Altable,EXHUMADA TOTAL,8.0,7.0,FAMILIARES /  SOCIEDAD ARANZADI / ASOCIACION LA BARRANCA,"El 18 de agosto de 1936, guardias civiles y falangistas de Casalarreina, detuvieron a 7 vecinos de Sajazarra y 1 de Cuzcurrita. Fueron conducidos hasta Altable (Burgos) donde fueron asesinados en la madrugada del 19 de agosto en La Pradilla, justo al tomar el desvío al pueblo,a la derecha. La gente de Altable recogió los cuerpos y los enterró en el cementerio del pueblo. Con la colaboración de la Sociedad Aranzadi fueron exhumados el 18 de abril de 2006. Una vez identificados, los restos fueron entregados afamiliares, y fueron de nuevo inhumados en Sajazarra y otras localidades en diciembre de 2006.",8.0,Burgos,Fosa del Cementerio de Altable,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Altable_(459/2009_BURG)
42.60345,-3.0770305,,19/08/1936,REPRESALIA EN RETAGUARDIA,38824.0,EXCAVACIÓN,Castilla y León,461/2009 BURG,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Altable,EXHUMADA TOTAL,8.0,8.0,FAMILIARES / SOCIEDAD ARANZADI / ASOCIACION LA BARRANCA,"El 18 de agosto de 1936, guardias civiles y falangistas de Casalarreina, detuvieron a 7 vecinos de Sajazarra y a 1 de Cuzcurrita. Fueron llevados a Altable (Burgos) donde fueron asesinados en la madrugada del 19 de agosto. La gente de Altable recogió sus cuerpos y los enterró en el cementerio de la localidad. Con la colaboración de la Sociedad Aranzadi fueron exhumados el 17 de abril de 2006. Una vez identificados, los restos fueron entregados a familiares, y fueron de nuevo inhumados en Sajazarra y otras localidades en diciembre de 2006.",8.0,Burgos,Fosa del Cementerio de Altable,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Altable_(461/2009_BURG)
42.60345,-3.0770305,,19/08/1936,REPRESALIA EN RETAGUARDIA,,,Castilla y León,457/2009 BURG,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Altable,EXHUMADA TOTAL,8.0,7.0,FAMILIARES /  SOCIEDAD ARANZADI / ASOCIACION LA BARRANCA,"El 18 de agosto de 1936, guardias civiles y falangistas de Casalarreina, detuvieron a 7 vecinos de Sajazarra y 1 de Cuzcurrita. Fueron conducidos hasta Altable (Burgos) donde fueron asesinados en la madrugada del 19 de agosto en La Pradilla, justo al tomar el desvío al pueblo,a la derecha. La gente de Altable recogió los cuerpos y los enterró en el cementerio del pueblo. Con la colaboración de la Sociedad Aranzadi fueron exhumados el 18 de abril de 2006. Una vez identificados, los restos fueron entregados a familiares, y fueron de nuevo inhumados en Sajazarra y otras localidades en diciembre de 2006.",8.0,Burgos,Fosa del Cementerio de Altable,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Altable_(457/2009_BURG)
42.60345,-3.0770305,,19/08/1936,REPRESALIA EN RETAGUARDIA,,,Castilla y León,460/2009 BURG,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Altable,EXHUMADA TOTAL,8.0,7.0,FAMILIARES /  SOCIEDAD ARANZADI / ASOCIACION LA BARRANCA,"El 18 de agosto de 1936, guardias civiles y falangistas de Casalarreina, detuvieron a 7 vecinos de Sajazarra y 1 de Cuzcurrita. Fueron conducidos hasta Altable (Burgos) donde fueron asesinados en la madrugada del 19 de agosto en La Pradilla, justo al tomar el desvío al pueblo,a la derecha. La gente de Altable recogió los cuerpos y los enterró en el cementerio del pueblo. Con la colaboración de la Sociedad Aranzadi fueron exhumados el 18 de abril de 2006. Una vez identificados, los restos fueron entregados afamiliares, y fueron de nuevo inhumados en Sajazarra y otras localidades en diciembre de 2006.",8.0,Burgos,Fosa del Cementerio de Altable,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Altable_(460/2009_BURG)
42.224658,-0.4036293,,,EJECUCION,,,Aragón,643/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Huesca,NO INTERVENIDA,20.0,20.0,,"""El pueblo tuvo que ser reconstruido en su integridad tras la Guerra Civil al quedar devastado en el transcurso de los combates. En el cementerio se conserva la fosa con 20 víctimas del pueblo, que fueron asesinados por la cuadrilla de un antiguo alcalde republicano una noche de agosto de 1936. Fueron asesinados en el """"Camino de las Suertes"""", en el llamado Barzón de Susín. Hace cuatro o cinco años se colocó sobre la fosa una gran losa de cemento y piedra con sus nombres.""",20.0,Huesca,Fosa del cementerio de Apiés,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Api%C3%A9s_(643/2009_HUES)
42.2113833,-2.2390425,,13188,FUSILAMIENTO,,,La Rioja,2516/2012 RIOJ,La Barranca. Asociación para la Preservación de la Memoria Histórica en La Rioja,Arnedillo,DESAPARECIDA,15.0,,,"El 2 de agosto de 1936 fueron asesinadas 15 víctimas (6 de arnedo, 7 de Quel, 1 de Autol y 1 de Préjano) en el Puente de Arnedillo. Sus cadáveres fueron recogidos por vecinos de Arnedillo y enterrados en su cementerio. En 1980 los familiares exhumaron los restos y los trasladaron al cementerio de Arnedo, donde todos los 1º de mayo se les rinde homenaje.",0.0,La Rioja,Fosa del cementerio de Arnedillo,
36.8451829,-2.945068,,,,,,Andalucía,2384/2011 ALME,Consejería de Gobernación y Justicia de la Junta de Andalucía,Berja,DESAPARECIDA,,,AYUNTAMIENTO,"La fosa se encuentra en un pasillo del cementerio, a la izquierda de la puerta de acceso. En el Cementerio de Berja se excavó una fosa para albergar los cadáveres de un número indeterminado de personas fusiladas de forma indiscriminada. Encima de lugar donde se encontraba la fosa se construyó una hilera de nichos de modo que, hoy por hoy, resultaría imposible realizar cualquier tipo de estudio sobre la misma. Según parece, hace unas décadas, familiares de las víctimas sacaron algunos restos que trasladaron al osario.",,Almería,Fosa del Cementerio de Berja,
43.2751294,-5.6087488,,,FUSILAMIENTO,,,Principado de Asturias,230/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,San Martín del Rey Aurelio,NO INTERVENIDA,3.0,2.0,,,2.0,Asturias,Fosa del Cementerio de Blimea,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Blimea_(230/2009_ASTU)
41.3370805,-1.2241497,,,EJECUCION,,,Aragón,560/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Cariñena,NO INTERVENIDA,7.0,6.0,,Contiene los restos de 6 vecinos de Aguarón y de un panadero itinerante del que se desconoce el nombre.,6.0,Zaragoza,Fosa del cementerio de Cariñena,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Cari%C3%B1ena_(560/2009_ZARA)
40.870786,-4.970158,,,,41821.0,EXCAVACIÓN,Castilla y León,2598/2015 AVIL,Sociedad de Ciencias Aranzadi,Crespos,EXHUMADA TOTAL,1.0,,Familiares / ARMH,,0.0,Ávila,Fosa del cementerio de Chaherreros,
41.5644494999999,1.8147696,,,,,,Cataluña,2225/2010 BARC,Dirección General de Memoria Democrática. Generalitat de Catalunya,Collbató,NO INTERVENIDA,,,Dirección General de Memoria Democrática,"""Las tropas franquistas entraron en Collbató la tarde del día 24 de enero de 1939. Por la tarde fueron detenidas 9 personas, y encarceladas en las dependencias del Ayuntamiento. El día 26, una vez constituido el nuevo ayuntamiento franquista, las tropas fueron a buscar a los detenidos y los trasladaron al cementerio de Castellbell i el Vilar, donde fueron fusilados e inhumados. En 1969 se permitió el traslado de los restos a Collbató, su población de origen, donde los familiares los reinhumaron colocando una placa en que se grabó la siguiente frase: """"1939-1969 no os olvidamos"""". En 2006 la fosa recibió otro homenaje por parte del Ayuntamiento, la Generalitat de Cataluña y la Asociación Cultural del Montserrat. En la placa se añadieron los nombres de quienes habían sido fusilados en 1939 y se colocó otra en la fachada del Ayuntamiento, donde habían sido detenidos antes del trágico final.""",,Barcelona,Fosa del Cementerio de Collbató,
37.1521168,-3.6716156,,,,,,Andalucía,2399/2011 GRAN,Consejería de Gobernación y Justicia de la Junta de Andalucía,Cúllar Vega,NO INTERVENIDA,7.0,,,"Fosa en buen estado bajo un patio embaldosado y dignificado el enterramiento por los propios familiares que ahora quieren la exhumación y posterior traslado de los cuerpos a su lugar de origen. Segun fuentes informantes, parece ser que se encuentran enterradas 7 víctimas.",,Granada,Fosa del Cementerio de Cúllar Vega,
37.4083283999999,-6.38976929999999,,,,,,Andalucía,2038/2010 HUEL,Consejería de Gobernación y Justicia de la Junta de Andalucía,Escacena del Campo,DESAPARECIDA,,,AYUNTAMIENTO,"Según la entidad informante, en el año 1.984 el cementerio de esta localidad sufrió una importante remodelación. Se derribó todo lo edificado y se removió el suelo removiéndose restos humanos antiguos, tanto de la etapa de la Guerra Civil, como de otros momentos. Todos estos restos se depositaron en una profunda fosa que se creó a tal efecto y que se situó en la esquina noroeste del cementerio. Una vez hecho esto se cubrió con una gran capa de hormigón que ocupa toda la superficie del cementerio.",,Huelva,Fosa del cementerio de Escacena del Campo,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Escacena_del_Campo_(2038/2010_HUEL)
37.2005266,-7.3233035,,,,,,Andalucía,2048/2010 HUEL,Consejería de Gobernación y Justicia de la Junta de Andalucía,Isla Cristina,NO INTERVENIDA,,27.0,AYUNTAMIENTO,"La fosa del cementerio de Isla Cristina se encuentra en la esquina inferior izquierda entrando por la primera de las dos puertas de las que consta el cementerio, junto al muro lateral izquierdo y pegada a los nichos que en la actualidad se encuentran allí. Al parecer, según fuentes informantes, en esta fosa habría al menos 22 víctimas del municipio, aunque se supone que debe haber más y los nombres de las víctimas que podrían estar en esta fosa .",,Huelva,Fosa del cementerio de Isla Cristina,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Isla_Cristina_(2048/2010_HUEL)
42.3575784,1.4555525,,,,,,Cataluña,2217/2010 LERI,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Seu d´Urgell, La",NO INTERVENIDA,,,Dirección General de Memoria Democrática,"En el Registro Civil de la población hay inscritos hasta 70 soldados que murieron el hospital del X CE instalado en La Seu d'Urgell, parece ser que fue instalado en el convento de las monjas Lestonnac. Lo más probable es que todos los fallecidos fueran inhumados en el cementerio, aunque no se conoce el emplazamiento de la fosa. Es posible que cuando los militares, años después, se instalaron en el castillo de La Seu d'Urgell e hicieron suya una parcela del cementerio para la inhumación de los soldados muertos, lo ubicaran allí donde ya existía una fosa de soldados, como ocurrió en el cementerio de Manresa.",,Lleida,Fosa del Cementerio de La Seu d´Urgell,
41.7292826,1.8225154,,,,,,Cataluña,2210/2010 BARC,Dirección General de Memoria Democrática. Generalitat de Catalunya,Manresa,NO INTERVENIDA,,,Dirección General de Memoria Democrática,"A partir del mes de abril de 1938, cuando tras la ofensiva de Aragón se estabilizó el frente oeste de Cataluña, Manresa se convirtió en el centro de los hospitales de evacuación del ejército del Este, debido a su posición estratégica, a caballo entre el frente y Barcelona y bien comunicada por tren y carretera. El historiador Quim Aloy realizó un exhaustivo estudio de los muertos en el hospital, haciendo un vaciado del Registro Civil de la población y comparándolo con el registro del cementerio. De esta manera pudo saber quienes habían muerto en hospitales (un total de 405), y luego habían sido inhumados en la fosa común militar (296 soldados) , de la que gracias a un testigo se pudo localizar su emplazamiento. El mes con mayor número de muertos fue en junio de 1938 (43 víctimas) seguramente heridos procedentes de las ofensivas a los cabezas de puente del mes de mayo, seguido de los últimos meses de guerra en Cataluña, noviembre y diciembre de 1938 y enero de 1939 (37 víctimas cada mes, también en enero en que el hospital fue evacuado el día 18). En septiembre de 1938 murieron 35 soldados, posiblemente heridos de la batalla del Ebro. Esta fosa fue dignificada y homenajeada el 3 de abril de 2005, con la colocación de una placa de reconocimiento.",,Barcelona,Fosa del Cementerio de Manresa,
36.7091287,-4.449727,,,FUSILAMIENTO,38991.0,EXCAVACIÓN,Andalucía,1655/2010 MALA,Consejería de Gobernación y Justicia de la Junta de Andalucía,Málaga,EXHUMADA TOTAL,2840.0,585.0,Junta de Andalucía,"El día 7 de febrero de 1937 cae la ciudad de Málaga bajo el ejército nacional. En esta ciudad no se hicieron prisioneros prácticamente, los detenidos eran sometidos a juicios sumarísimos y fusilados. Se les enterró en 4 fosas en el cementerio municipal de Málaga. Se tiene constancia de fusilamientos realizados desde el 10 de febrero de 1937 hasta marzo de 1948, si bien en los primeros meses es cuando se da el mayor número de fusilados. La fosa de San Rafael es una de las más grandes de Europa. Se han recuperado restos esqueléticos de 2.840 cuerpos, aunque aparecen como registradas 4.471 personas como inhumadas en las fosas del antiguo Cementerio de San Rafael. La intervención en las fosas se ha desarrollado desde octubre de 2006 a octubre de 2009.",585.0,Málaga,Fosa del Cementerio de San Rafael,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_San_Rafael_(1655/2010_MALA)
43.4102135,-7.1422864,,,FUSILAMIENTO,,,Principado de Asturias,247/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,San Tirso de Abres,NO INTERVENIDA,0.0,,,,0.0,Asturias,Fosa del Cementerio de San Tirso de Abres,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_San_Tirso_de_Abres_(247/2009_ASTU)
37.0614572,-3.9757259,,,,41030.0,EXCAVACIÓN,Andalucía,2604/2015 GRAN,Sociedad de Ciencias Aranzadi,Santa Cruz del Comercio,EXHUMADA TOTAL,1.0,,Asociación para la Recuperación de la Memoria Histórica,,0.0,Granada,Fosa del Cementerio de Santa Cruz del Comercio,
43.2751294,-5.6087488,,,FUSILAMIENTO,,,Principado de Asturias,232/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,San Martín del Rey Aurelio,NO INTERVENIDA,0.0,,,,0.0,Asturias,Fosa del Cementerio de Sotrondio,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Sotrondio_(232/2009_ASTU)
43.3688221,-3.2156354,,30/08/1937,FUSILAMIENTO,38596.0,EXCAVACIÓN,Cantabria,363/2009 CANT,Gobierno de Cantabria. Consejeria de Empleo y Bienestar Social,Castro-Urdiales,EXHUMADA TOTAL,2.0,1.0,Soledad Aguirre Garro / Sociedad de Ciencias Aranzadi,"""La fosa se halla en el interior del cementerio, al pie de la pared Este. Debido a la intención de la parroquia de ampliar la zona de nichos se recomendó la exhumación de los restos para su posterior estudio. El 1-9-2005 se procedió a la exhumación de dos cuerpos que corresponden a dos varones de unos 20 años de edad que murieron por disparos en la cabeza. Al parecer, cuando el Ejército republicano abandona Santander, dos jóvenes vascos naturales de Lasarte (Guipuzcoa), soldados del batallón Rosa Luxemburgo, huyen hacia Vizcaya y paran en Talledo (Ayuntamiento de Castro Urdiales) donde son denunciados a la Guardia Civil un grupo de falangistas que practicaba el tiro en un monte próximo les mata y son enterrados en el pequeño cementerio local.""",1.0,Cantabria,Fosa del Cementerio de Talledo-Castro Urdiales,https://15mpedia.org/wiki/Fosa_del_Cementerio_de_Talledo-Castro_Urdiales_(363/2009_CANT)
41.8955059,-1.7703131,,,FUSILAMIENTO,,,Aragón,1507/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Torrellas,NO INTERVENIDA,10.0,10.0,,"En el cementerio de Torrellas existe una fosa común, dignificada con un monolito sufragado por el Ayuntamiento en el que figura una placa con los nombres de, al menos, 10 personas asesinadas en ese lugar y que estarían enterradas en la fosa.",10.0,Zaragoza,Fosa del cementerio de Torrellas,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Torrellas_(1507/2009_ZARA)
42.8280647,-3.561026,,,OTRO,39210.0,EXCAVACIÓN,Castilla y León,1371/2009 BURG,Sociedad de Ciencias Aranzadi,Merindad de Valdivielso,EXHUMADA TOTAL,153.0,26.0,Familiares / Sociedad de Ciencias Aranzadi,"En un solar de Valdenoceda se inhumaron, desde 1938 a 1943, los restos de 153 presos del penal franquista que existió en la localidad. Cuando en 1989 la parroquia del pueblo adquirió el solar para ampliar el cementerio, al menos 39 de los 153 reclusos allí inhumados fueron sepultados por nuevos enterramientos. En 2007 arrancaron los trabajos de exhumación, recuperándose los restos de 114 presos. Se dispone de un listado de las víctimas enterradas, de las cuales 16 han sido identificadas genéticamente y otras 10 han sido identificadas por estudios antropológicos. Actualmente existe una placa de homenaje en el cementerio.",,Burgos,Fosa del cementerio de Valdenoceda,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Valdenoceda_(1371/2009_BURG)
42.1587244,-0.8553014,,,OTRO,,,Aragón,1513/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Valpalmas,NO INTERVENIDA,0.0,,,"""La fosa existente en el interior del cementerio de Valpalmas no dispone del menor rasgo identificativo. La fosa conservaría en su interior los restos de varios vecinos de Valpalmas, y otras víctimas procedentes de localidades cercanas como Piedratajada, Marracos o Santa Eulalia de Gállego. Según los testimonios recogidos, estarían alli enterrados 6 hombres que se ocultaron en las pequeñas cuevas o """"aguarales"""" cercanos y que murieron asfixiados en su interior y también un grupo de vecinos de Valpalmas asesinados al lado del puentecillo que cruza el primer barranco al salir hacia la localidad de Erla.""",0.0,Zaragoza,Fosa del cementerio de Valpalmas,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Valpalmas_(1513/2009_ZARA)
41.824765,-1.6863956,,,FUSILAMIENTO,,,Aragón,1515/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Vera de Moncayo,EXHUMADA TOTAL,12.0,6.0,Ayuntamiento de Torrellas,"La fosa común existente en el cementerio de Vera de Moncayo está señalizada con un pequeño monolito, sufragado por el Ayuntamiento de Torrellas, en el que figura una placa con nombres de varias personas que yacerían en su interior. Según testimonios recogidos, en el lugar también podrían reposar los restos de víctimas que no figuran en el monolito.",6.0,Zaragoza,Fosa del cementerio de Vera de Moncayo,https://15mpedia.org/wiki/Fosa_del_cementerio_de_Vera_de_Moncayo_(1515/2009_ZARA)
40.0105152,-3.0074463,,,OTRO,,,Castilla-La Mancha,400/2009 CUEN,Consejería de Gobernación y Justicia de la Junta de Andalucía,Tarancón,DESAPARECIDA,0.0,,,"Fosas en el cementerio municipal con cuerpos procedentes de fusilamientos, fallecidos en la prisión del partido y en los hospitales republicanos. Estas fosas se levantaron a finales de los años setenta, siendo trarados los restos como escombros.",0.0,Cuenca,Fosa del cementerio municipal de Tarancón,https://15mpedia.org/wiki/Fosa_del_cementerio_municipal_de_Taranc%C3%B3n_(400/2009_CUEN)
37.3217592,-2.3992605,,19/05/1947,GUERRILLERA,40507.0,INVESTIGACIÓN,Andalucía,2031/2010 ALME,Consejería de Gobernación y Justicia de la Junta de Andalucía,Sierro,EXHUMADA TOTAL,2.0,2.0,Familiares / Asociación Rocamar,"""Esta fosa se encuentra en el cementerio nuevo de Sierro, al final del pasillo a la dercha, junto al muro. Allí fueron enterrados los restos de dos guerrilleros abatidos el 18 de mayo de 1947 en el barranco """"de los Ceferinos"""". Tras las necesarias labores de investigación y documentación, la localización se realizó en julio de 2010. El 25 de noviembre de 2010 se firmó el convenio de colaboración entre la Junta de Andalucía, el Ayuntamiento de Sierro y la Asociación para la Recuperación de la Memoria Histórica Rocamar para la excavación y exhumación de los restos. En un acto celebrado el 16 de abril de 2011 fueron entregados a su familia los restos de Indalecio Fuentes Aguero  siendo enterrados los restos de las dos víctimas en el cementerio de Uleila del Campo.""",2.0,Almería,Fosa del cementerio nuevo de Sierro,https://15mpedia.org/wiki/Fosa_del_cementerio_nuevo_de_Sierro_(2031/2010_ALME)
37.3217592,-2.3992605,,19/05/1947,GUERRILLERA,40368.0,PROSPECCIÓN,Andalucía,2031/2010 ALME,Consejería de Gobernación y Justicia de la Junta de Andalucía,Sierro,EXHUMADA TOTAL,2.0,2.0,Familiares / Asociación Rocamar,"""Esta fosa se encuentra en el cementerio nuevo de Sierro, al final del pasillo a la dercha, junto al muro. Allí fueron enterrados los restos de dos guerrilleros abatidos el 18 de mayo de 1947 en el barranco """"de los Ceferinos"""". Tras las necesarias labores de investigación y documentación, la localización se realizó en julio de 2010. El 25 de noviembre de 2010 se firmó el convenio de colaboración entre la Junta de Andalucía, el Ayuntamiento de Sierro y la Asociación para la Recuperación de la Memoria Histórica Rocamar para la excavación y exhumación de los restos. En un acto celebrado el 16 de abril de 2011 fueron entregados a su familia los restos de Indalecio Fuentes Aguero siendo enterrados los restos de las dos víctimas en el cementerio de Uleila del Campo.""",2.0,Almería,Fosa del cementerio nuevo de Sierro,https://15mpedia.org/wiki/Fosa_del_cementerio_nuevo_de_Sierro_(2031/2010_ALME)
39.7855952,-4.8689189,,17/08/1936,,,,Castilla-La Mancha,2122/2010 TOLE,Asociación La Gavilla Verde,Alcaudete de la Jara,EXHUMADA TOTAL,,1.0,Familiares,sagcisdiufiwe,1.0,Toledo,Fosa del cementerio viejo,https://15mpedia.org/wiki/Fosa_del_cementerio_viejo_(2122/2010_TOLE)
40.7082984,-1.2668395,,,,,,Aragón,1588/2010 TERU,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Bueña,DESAPARECIDA,,,,"En una fosa común del cementerio viejo de Bueña se contenían los restos de numerosos soldados fallecidos en combate por los montes de los alrededores. Hace años, con motivo del traslado del cementerio viejo, se decidió que los restos que se hallaban en los nichos fueran trasladados al nuevo camposanto, y aquellos restos que estuvieran enterrados permanecerían en el lugar, así que esa zona de enterramientos quedó posteriormente cubierta por una construcción que se utiliza como área deportiva y para actos sociales.",,Teruel,Fosa del cementerio viejo de Bueña,https://15mpedia.org/wiki/Fosa_del_cementerio_viejo_de_Bue%C3%B1a_(1588/2010_TERU)
41.8662402,-1.3143906,,,FUSILAMIENTO,,,Aragón,637/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Gallur,EXHUMADA TOTAL,0.0,,,"Era una fosa de grandes dimensiones en la que habría un número indeterminado de víctimas. La fosa se desmanteló al trasladarse el cementerio. Gran parte de los restos fueron echados al osario. Hoy en día es un solar municipal de almacenamiento de maquinaria. Había otras fosas en los alrededores, en campos destinados a labor.",0.0,Zaragoza,Fosa del cementerio viejo de Gallur,https://15mpedia.org/wiki/Fosa_del_cementerio_viejo_de_Gallur_(637/2009_ZARA)
